entry_time;exit_time;type;entry_price;exit_price;profit
2025-09-25 03:00:00;2025-09-28 18:00:00;short;0.23616;0.23183;233.25892961420072
2025-09-28 18:00:00;2025-09-29 07:00:00;long;0.23183;0.23183;-9.415534701770586
2025-09-30 09:00:00;2025-09-30 19:00:00;short;0.22979;0.23254748;-170.8213858080697
2025-10-01 08:00:00;2025-10-02 10:00:00;long;0.24227;0.25898663;906.0608122524075
2025-10-04 02:00:00;2025-10-05 02:00:00;short;0.25402;0.25402;-9.926906863136002
2025-10-05 04:00:00;2025-10-05 10:00:00;long;0.2625;0.25935;-179.8539127535283
2025-10-06 12:00:00;2025-10-07 07:00:00;long;0.26041;0.26041;-9.790633567655659
2025-10-07 15:00:00;2025-10-08 12:00:00;short;0.2515;0.2515;-9.78720684590698
2025-10-09 09:00:00;2025-10-09 11:00:00;short;0.24487;0.24780844000000002;-177.5022802407482
2025-10-09 14:00:00;2025-10-09 21:00:00;short;0.24482;0.24775784;-175.24725577211274
2025-10-10 15:00:00;2025-10-10 20:00:00;short;0.23788;0.22146628000000002;930.5193975157987
2025-10-12 15:00:00;2025-10-12 21:00:00;long;0.20514;0.20514;-10.18123127322127
2025-10-14 06:00:00;2025-10-14 08:00:00;short;0.19878;0.20116536000000002;-184.71303971691194
2025-10-15 17:00:00;2025-10-16 06:00:00;short;0.19922;0.19922;-10.048368714473805
2025-10-16 15:00:00;2025-10-16 16:00:00;short;0.18942;0.19169304;-182.238751831918
2025-10-18 18:00:00;2025-10-19 08:00:00;long;0.18919;0.18691971999999998;-179.7416794803164
2025-10-21 04:00:00;2025-10-21 12:00:00;short;0.19319;0.19550828;-177.6400800364412
2025-10-21 15:00:00;2025-10-21 16:00:00;long;0.2044;0.2019472;-175.20601961879441
2025-10-22 11:00:00;2025-10-22 15:00:00;short;0.191;0.193292;-173.15745261719988
2025-10-24 05:00:00;2025-10-24 11:00:00;long;0.19781;0.19543628000000002;-170.7848140699221
2025-10-26 01:00:00;2025-10-26 09:00:00;short;0.19544;0.19778528;-168.7879412727545
2025-10-26 09:00:00;2025-10-27 23:00:00;long;0.19957;0.19957;-9.178832547732817
2025-10-28 20:00:00;2025-10-29 11:00:00;short;0.19295;0.1952654;-166.5270157847836
2025-11-02 07:00:00;2025-11-02 10:00:00;long;0.18822;0.18596136;-164.24522882821785
2025-11-02 10:00:00;2025-11-03 06:00:00;short;0.1855;0.1727005;872.9951736004286
2025-11-06 15:00:00;2025-11-06 18:00:00;short;0.15915;0.1610598;-173.41552431922494
2025-11-07 15:00:00;2025-11-07 16:00:00;long;0.16902;0.16902;-9.43048447004433
2025-11-09 19:00:00;2025-11-10 14:00:00;long;0.18013;0.18013;-9.423885440575612
2025-11-11 07:00:00;2025-11-11 09:00:00;short;0.17639;0.17850668;-170.97288912895178
2025-11-13 17:00:00;2025-11-13 18:00:00;short;0.16568;0.16568;-9.300906058281145
2025-11-16 09:00:00;2025-11-16 11:00:00;long;0.16544;0.16345472;-168.5121427850706
2025-11-16 12:00:00;2025-11-17 03:00:00;short;0.16114;0.16114;-9.176436924090794
2025-11-17 18:00:00;2025-11-18 08:00:00;short;0.15446;0.15631351999999998;-166.425263525792
2025-11-18 18:00:00;2025-11-19 03:00:00;long;0.16122;0.15928536;-164.14487079932394
2025-11-19 16:00:00;2025-11-19 17:00:00;short;0.15226;0.15226;-8.938614324216347
2025-11-20 17:00:00;2025-11-20 21:00:00;short;0.14843;0.15021116;-162.11207648120165
2025-11-23 02:00:00;2025-11-24 18:00:00;long;0.14265;0.15249284999999999;859.8654026698755
2025-11-26 17:00:00;2025-11-27 03:00:00;long;0.15573;0.15386124;-170.803643597038
2025-11-28 01:00:00;2025-11-28 08:00:00;short;0.15025;0.152053;-168.80655063878194
2025-11-28 11:00:00;2025-11-28 13:00:00;short;0.15043;0.15223516;-166.66199845815677
2025-11-30 23:00:00;2025-12-01 00:00:00;short;0.14599;0.14599;-9.066394087635686
2025-12-02 15:00:00;2025-12-04 19:00:00;long;0.14632;0.14632;-9.056877704577738
2025-12-04 19:00:00;2025-12-05 16:00:00;short;0.14801;0.13779731;883.6955565777687
2025-12-07 13:00:00;2025-12-07 14:00:00;short;0.13827;0.13827;-9.672294686985575
2025-12-07 17:00:00;2025-12-07 21:00:00;long;0.14145;0.1397526;-175.24089514928303
2025-12-07 22:00:00;2025-12-08 01:00:00;short;0.13769;0.13934228;-173.1919203714
2025-12-08 05:00:00;2025-12-08 18:00:00;long;0.14143;0.14143;-9.418324696196537
2025-12-09 15:00:00;2025-12-09 16:00:00;long;0.1463;0.1463;-9.411734175591413
2025-12-11 00:00:00;2025-12-11 21:00:00;short;0.1412;0.1412;-9.408440068629956
2025-12-12 16:00:00;2025-12-12 18:00:00;short;0.13532;0.13694383999999998;-170.632908038377
2025-12-14 10:00:00;2025-12-15 02:00:00;short;0.13748;0.13748;-9.282411124955052
2025-12-17 14:00:00;2025-12-17 15:00:00;long;0.13448;0.13286624;-168.1770549101981
2025-12-17 16:00:00;2025-12-18 13:00:00;short;0.12746;0.12746;-9.158189498730447
